sep=	
time (kilde1)	x	time (kilde1)	y	time (kilde1)	z	time (kilde1)	time
70.029	104	73.655	568	69.027	980	68.745	34163
70.063	100	73.677	636	69.052	992	68.76	34192
70.11	28	73.706	580	69.111	1068	68.768	34275
70.144	56	73.729	432	69.136	944	68.782	34305
70.17	68	73.759	816	69.162	752	68.842	34359
70.197	56	73.788	568	69.185	616	68.858	34383
70.23	24	73.813	280	69.214	728	68.881	34408
70.284	64	73.842	172	69.233	1056	68.91	34437
70.346	56	73.871	4	69.269	1392	68.943	34467
70.452	-8	73.927	-132	69.298	956	68.999	34520
70.479	-16	73.957	-8	69.33	880	69.012	34544
70.566	96	73.987	-8	69.361	788	69.049	34575
70.596	124	74.01	-56	69.382	596	69.093	34604
70.645	148	74.041	56	69.41	452	69.114	34634
70.678	140	74.104	256	69.436	468	69.145	34663
70.7	128	74.121	248	69.462	528	69.163	34694
70.757	88	74.157	244	69.477	568	69.209	34723
70.793	44	74.179	256	69.52	824	69.229	34747
70.818	12	74.361	320	69.603	1160	69.249	34771
70.844	8	74.407	208	69.632	1052	69.276	34796
70.895	40	74.438	280	69.653	928	69.298	34830
70.928	64	74.457	284	69.682	868	69.335	34856
70.95	64	74.476	288	69.712	796	69.365	34884
70.98	48	74.48	300	69.747	684	69.392	34908
71.01	40	74.489	228	69.803	912	69.411	34932
71.034	44	74.495	200	69.832	944	69.431	34957
71.091	28	74.504	200	69.851	736	69.466	34986
71.26	48	74.511	216	69.91	1020	69.494	35010
71.282	24	74.537	172	69.935	908	69.524	35041
71.315	40	74.562	92	69.976	604	69.55	35069
71.343	32	74.604	168	69.995	744	69.581	35105
71.367	36	74.629	256	70.048	980	69.613	35129
71.394	44	74.656	340	70.079	908	69.641	35153
71.426	52	74.686	352	70.115	784	69.678	35202
71.477	48	74.707	344	70.145	668	69.709	35231
71.496	60	74.737	280	70.198	512	69.741	35261
71.754	-20	74.787	300	70.217	2040	69.768	35290
71.772	-24	74.821	200	70.248	624	69.797	35314
71.802	0	74.845	196	70.278	1996	69.817	35338
71.829	64	74.876	312	70.296	628	69.859	35369
71.833	88	74.906	276	70.342	-24	69.883	35398
71.842	96	74.959	332	70.366	96	69.896	35422
71.86	112	74.99	264	70.427	-304	69.925	35453
71.886	136	75.053	292	70.447	432	69.965	35481
71.913	164	75.069	256	70.477	144	69.996	35512
71.941	188	75.102	232	70.527	520	70.027	35541
72.048	144	75.159	152	70.582	584	70.044	35565
72.103	84	75.188	140	70.613	308	70.077	35590
72.132	112	75.211	192	70.643	140	70.133	35650
72.164	192	75.271	308	70.666	28	70.15	35679
72.194	184	75.296	232	70.693	-80	70.19	35708
72.251	68	75.319	272	70.713	260	70.212	35733
72.279	40	75.373	432	70.745	-56	70.247	35762
72.311	48	75.408	212	70.78	-4	70.278	35786
72.361	96	75.437	140	70.799	468	70.291	35810
72.384	188	75.46	164	70.829	516	70.324	35835
72.414	296	75.487	168	70.848	456	70.348	35864
72.445	252	75.536	92	70.883	-76	70.393	35900
72.543	372	75.591	12	70.912	24	70.415	35929
72.576	284	75.622	-16	70.945	184	70.474	35978
72.6	260	75.651	24	70.976	44	70.495	36007
72.66	404	75.678	-24	71.002	204	70.514	36031
72.693	412	75.706	-72	71.032	192	70.542	36062
72.846	-188	75.735	-84	71.06	168	70.576	36090
72.876	96	75.753	-60	71.084	100	70.61	36121
72.901	580	75.786	-44	71.108	56	70.642	36150
72.933	636	75.812	-80	71.142	264	70.692	36210
73.014	168	75.84	4	71.166	256	70.74	36258
73.045	108	75.889	120	71.196	104	70.777	36289
73.077	168	75.919	148	71.249	176	70.829	36342
73.127	240	75.944	156	71.279	680	70.857	36371
73.152	260	75.972	144	71.309	616	70.883	36395
73.182	428	76.004	124	71.391	104	70.907	36425
73.212	228	76.034	140	71.412	-64	70.967	36479
73.266	180	76.052	200	71.443	-236	70.998	36509
73.296	172	76.075	224	71.476	-484	71.032	36538
73.325	72	76.102	192	71.501	200	71.057	36562
73.374	340	76.129	48	71.525	516	71.077	36587
73.398	340	76.185	56	71.559	696	71.108	36616
73.433	348	76.218	164	71.584	928	71.13	36640
73.464	512	76.244	184	71.613	988	71.143	36664
73.492	440	76.273	136	71.643	576	71.19	36700
73.518	456	76.291	124	71.675	452	71.223	36730
73.545	444	76.321	92	71.694	520	71.232	36759
73.575	432	76.352	48	71.728	452	71.297	36807
73.597	392	76.405	-48	71.747	380	71.324	36832
73.626	384	76.435	-132	71.783	400	71.356	36861
73.659	404	76.49	-280	71.808	144	71.38	36891
73.697	392	76.524	-340	71.984	516	71.416	36920
73.717	408	76.542	-376	71.999	280	71.429	36950
73.746	444	76.569	-364	72.03	156	71.473	36981
73.775	492	76.602	-400	72.061	384	71.507	37010
73.794	548	76.627	-424	72.079	496	71.523	37035
73.825	748	76.658	-408	72.099	200	71.54	37064
73.859	716	76.687	-396	72.108	300	71.579	37094
73.878	712	76.718	-268	72.112	292	71.606	37123
73.932	428	76.743	-248	72.117	220	71.645	37153
73.992	520	76.767	-268	72.127	292	71.663	37178
74.016	536	76.795	-220	72.141	420	71.722	37236
74.047	444	76.825	-192	72.161	468	71.747	37262
74.076	396	76.851	-228	72.192	336	71.788	37291
74.108	440	76.904	-252	72.227	292	71.812	37321
74.128	472	76.934	-364	72.258	148	71.872	37374
74.159	216	76.959	-372	72.283	356	71.891	37398
74.179	168	76.988	-368	72.309	480	71.923	37423
74.239	212	77.018	-376	72.335	500	71.945	37452
74.268	244	77.051	-304	72.36	260	71.964	37476
74.322	172	77.084	-264	72.379	204	72.007	37512
74.346	256	77.105	-308	72.412	316	72.04	37541
74.375	304	77.134	-304	72.448	328	72.057	37566
74.4	344	77.151	-300	72.474	84	72.092	37595
74.43	348	77.183	-320	72.508	312	72.115	37619
74.46	424	77.209	-360	72.532	348	72.142	37643
74.522	232	77.24	-292	72.551	204	72.193	37697
74.55	160	77.269	-164	72.591	272	72.257	37756
74.724	112	77.302	-212	72.624	364	72.282	37786
74.772	348	77.325	-240	72.64	280	72.309	37811
74.807	396	77.353	-272	72.677	76	72.34	37840
74.832	476	77.378	-256	72.695	272	72.361	37864
74.861	508	77.405	-252	72.726	332	72.413	37918
74.916	972	77.436	-224	72.757	396	72.472	37972
74.967	1108	77.456	-124	72.789	428	72.497	38001
74.994	488	77.486	-136	72.823	336	72.522	38030
75.025	1364	77.518	-132	72.862	616	72.556	38056
75.055	1136	77.54	-128	72.898	492	72.581	38085
75.09	1052	77.568	-184	72.924	544	72.611	38116
75.11	1496	77.601	-164	72.943	668	72.643	38144
75.142	708	77.622	-180	73	696	72.675	38175
75.165	632	77.652	-180	73.042	464	72.705	38204
75.192	760	77.677	-116	73.062	332	72.727	38228
75.215	1012	77.708	-244	73.09	356	72.755	38252
75.242	852	77.726	-232	73.113	412	72.774	38276
75.274	912	77.76	-192	73.162	300	72.809	38306
75.3	888	77.786	-232	73.182	504	72.839	38336
75.332	920	77.817	-152	73.222	728	72.864	38366
75.358	936	77.839	-144	73.249	800	72.888	38395
75.39	884	77.869	-116	73.275	836	72.922	38420
75.41	924	77.894	-168	73.307	820	72.948	38449
75.462	1144	77.951	-80	73.332	812	72.978	38473
75.492	848	77.972	-28	73.41	964	72.998	38497
75.517	640	78.001	-28	73.473	740	73.022	38528
75.545	756	78.026	-28	73.489	716	73.055	38556
75.574	896	78.06	-44	73.516	744	73.08	38587
75.607	752	78.092	-128	73.545	812	73.11	38616
75.63	444	78.124	-136	73.573	808	73.141	38640
75.66	448	78.15	-192	73.598	824	73.172	38665
75.692	820	78.175	-132	73.63	808	73.19	38694
75.726	820	78.202	-28	73.657	800	73.224	38724
75.75	728	78.254	-152	73.678	792	73.255	38753
75.776	760	78.276	-80	73.706	784	73.308	38808
75.807	764	78.338	-192	73.728	760	73.343	38842
75.827	768	78.36	-140	73.758	708	73.362	38868
75.857	836	78.387	-220	73.811	968	73.42	38921
75.89	848	78.44	-312	73.842	940	73.455	38952
75.913	808	78.504	-500	73.872	816	73.475	38980
75.942	840	78.553	-420	73.9	764	73.661	39004
75.966	968	78.584	-300	73.923	740	73.676	39053
75.996	952	78.633	-160	73.948	772	73.707	39082
76.024	956	78.667	-432	73.98	764	73.73	39111
76.056	904	78.693	-476	73.999	772	73.754	39137
76.075	1024	78.739	-352	74.032	744	73.772	39196
76.106	1108	78.77	-188	74.062	772	73.776	39225
76.19	1424	78.818	-364	74.089	852	73.781	39249
76.214	1280	78.852	-556	74.116	916	73.792	39273
76.244	936	78.917	-364	74.156	864	73.806	39298
76.273	784	79.084	-332	74.173	864	73.83	39327
76.306	628	79.1	-432	74.195	856	73.859	39358
76.332	380	79.119	-452	74.256	940	73.895	39392
76.356	440	79.137	-452	74.289	992	73.926	39416
76.39	736	79.16	-484	74.314	952	73.955	39441
76.422	700	79.172	-428	74.344	912	73.977	39470
76.446	848	79.187	-552	74.372	868	74.006	39494
76.506	988	79.199	-436	74.391	928	74.028	39518
76.556	704	79.208	-488	74.424	960	74.047	39548
76.746	916	79.225	-432	74.456	996	74.086	39577
76.776	916	79.32	-432	74.477	988	74.121	39608
76.801	920	79.35	-564	74.511	1060	74.141	39643
76.824	880	79.376	-620	74.531	1004	74.173	39668
76.831	932	79.404	-512	74.56	980	74.204	39697
76.845	988	79.433	-516	74.589	984	74.221	39721
76.855	976	79.467	-504	74.614	984	74.257	39752
76.861	932	79.487	-364	74.644	996	74.29	39780
76.879	940	79.517	-380	74.675	1004	74.344	39840
76.908	988	79.59	-388	74.707	1016	74.369	39864
76.944	1008	79.649	-400	74.732	1116	74.394	39889
76.972	952	79.681	-424	74.76	1080	74.423	39923
77.006	864	79.706	-328	74.778	976	74.454	39949
77.027	776	79.736	-288	74.808	988	74.49	39978
77.056	856	79.765	-304	74.839	960	74.504	40007
77.078	892	79.782	-356	74.872	872	74.536	40032
77.105	888	79.831	-328	74.896	908	74.57	40061
77.13	932	79.869	-392	74.927	912	74.593	40085
77.172	936	79.902	-444	74.956	896	74.613	40109
77.222	904	79.982	-260	74.979	960	74.672	40163
77.255	968	80.007	-84	75.007	816	74.707	40193
77.276	1028	80.025	-116	75.039	832	74.736	40222
77.305	844	80.175	-356	75.062	868	74.759	40246
77.338	836	80.204	-868	75.089	976	74.836	40324
77.394	868	80.232	-640	75.112	944	74.853	40348
77.443	980	80.254	-272	75.142	876	74.887	40379
77.477	904	80.316	-92	75.172	1100	74.92	40407
77.508	900	80.341	-240	75.193	1092	74.975	40467
77.537	952	80.371	-112	75.225	1008	75.004	40491
77.588	964	80.389	-56	75.254	948	75.021	40515
77.621	884	80.454	-136	75.276	924	75.077	40569
77.643	916	80.483	-236	75.305	960	75.103	40599
77.719	608	80.505	-324	75.34	960	75.155	40652
77.748	636	80.533	-420	75.355	940	75.186	40676
77.78	612	80.565	-584	75.388	1020	75.219	40706
77.807	620	80.582	-344	75.413	1016	75.24	40730
77.831	588	80.605	-244	75.44	972	75.269	40754
77.88	484	80.689	-276	75.471	860	75.302	40785
77.907	520	80.724	-280	75.496	864	75.324	40813
77.938	672	80.754	-440	75.523	928	75.344	40837
77.971	760	80.773	-580	75.542	996	75.373	40861
77.992	776	80.802	-500	75.574	832	75.402	40886
78.024	868	80.821	-404	75.598	832	75.425	40915
78.055	916	80.905	-400	75.626	828	75.437	40939
78.077	928	80.941	-428	75.655	808	75.485	40970
78.096	912	80.971	-316	75.689	812	75.509	40998
78.126	876	81.024	-272	75.721	996	75.54	41029
78.157	856	81.051	-316	75.754	1084	75.57	41058
78.188	784	81.082	-340	75.777	1032	75.589	41082
78.21	736	81.113	-372	75.805	920	75.619	41106
78.238	708	81.131	-524	75.828	804	75.652	41131
78.264	668	81.157	-436	75.853	800	75.669	41160
78.29	636	81.181	-408	75.881	824	75.702	41191
78.321	648	81.214	-376	75.905	852	75.736	41225
78.353	656	81.241	-344	75.937	1108	75.755	41249
78.375	724	81.27	-316	75.963	1208	75.787	41274
78.421	696	81.302	-320	75.989	1040	75.821	41303
78.446	720	81.331	-304	76.014	1040	75.839	41327
78.474	816	81.354	-336	76.038	1140	75.869	41351
78.529	876	81.385	-328	76.071	1344	75.887	41381
78.558	804	81.398	-276	76.137	1340	75.925	41410
78.59	704	81.434	-224	76.155	1176	75.955	41441
78.621	652	81.463	-212	76.21	1172	75.988	41470
78.671	520	81.49	-300	76.229	1124	76.019	41500
78.697	480	81.518	-268	76.258	1192	76.04	41524
78.724	424	81.548	-332	76.29	1184	76.058	41548
78.754	432	81.601	-204	76.321	1124	76.091	41579
78.78	504	81.665	40	76.341	992	76.122	41607
78.81	540	81.68	136	76.371	956	76.145	41638
78.837	572	81.705	208	76.396	952	76.185	41667
78.863	572	81.734	76	76.409	960	76.201	41691
78.914	568	81.768	-128	76.443	1040	76.229	41715
78.942	616	81.798	-504	76.48	960	76.255	41739
78.972	648	81.822	-376	76.506	996	76.286	41769
79.004	576	81.847	-360	76.541	960	76.318	41799
79.037	540	81.901	-220	76.728	948	76.352	41829
79.063	500	81.931	-368	76.746	932	76.375	41858
79.09	432	81.964	-428	76.77	892	76.402	41883
79.14	432	81.996	-308	76.788	908	76.428	41912
79.17	344	82.017	-388	76.804	944	76.452	41936
79.23	184	82.049	-312	76.809	968	76.476	41960
79.278	228	82.079	-296	76.822	796	76.505	41991
79.304	260	82.1	-232	76.837	876	76.538	42026
79.337	168	82.131	-280	76.853	888	76.569	42055
79.362	136	82.148	-228	76.908	884	76.595	42079
79.393	76	82.18	-68	76.953	908	76.622	42103
79.425	32	82.207	-80	77.004	880	76.651	42128
79.453	-32	82.231	-208	77.037	932	76.674	42157
79.477	48	82.249	-176	77.057	868	76.706	42181
79.525	28	82.28	4	77.09	804	76.735	42212
79.556	64	82.314	32	77.121	852	76.754	42240
79.587	156	82.339	36	77.141	908	76.785	42264
79.644	0	82.369	-140	77.156	916	76.811	42294
79.671	28	82.4	-328	77.22	996	76.837	42318
79.703	36	82.431	-452	77.273	896	76.868	42342
79.723	180	82.452	-392	77.305	892	76.893	42366
79.753	80	82.472	-372	77.337	872	76.92	42396
79.785	-32	82.5	-364	77.362	880	76.945	42425
79.836	44	82.532	-212	77.389	952	76.974	42456
79.859	60	82.566	-160	77.407	940	77.005	42485
79.886	4	82.586	4	77.458	680	77.022	42509
79.911	56	82.62	-8	77.496	832	77.056	42533
79.942	80	82.648	-48	77.529	884	77.084	42563
79.969	24	82.672	-84	77.544	888	77.108	42587
79.993	24	82.697	4	77.577	832	77.136	42618
80.023	96	82.717	92	77.609	984	77.168	42646
80.053	28	82.777	132	77.636	1000	77.191	42670
80.103	48	82.837	-96	77.654	1124	77.219	42694
80.136	4	82.867	-68	77.679	1184	77.242	42719
80.158	4	82.897	-32	77.705	1300	77.269	42748
80.187	4	82.919	-36	77.739	1392	77.293	42772
80.219	-4	82.95	12	77.763	1316	77.322	42808
80.24	-32	82.979	60	77.804	1100	77.357	42837
80.269	8	83.004	-68	77.836	1404	77.388	42868
80.291	36	83.056	-276	77.856	1208	77.421	42897
80.319	112	83.083	-44	77.886	1336	77.45	42922
80.343	64	83.113	56	77.907	996	77.471	42951
80.372	128	83.139	84	77.939	1020	77.501	42975
80.407	172	83.199	-48	78.003	940	77.519	42999
80.437	64	83.222	-220	78.02	780	77.551	43030
