,Boks,,,
t,x,y,frame,
8.750000E-1,3.215847E0,-4.826918E-2,235
8.833333E-1,3.267783E0,-4.977773E-2,236
8.916667E-1,3.329404E0,-4.746399E-2,237
9.000000E-1,3.388174E0,-4.917103E-2,238
9.083333E-1,3.453618E0,-5.654346E-2,239
9.166667E-1,3.509772E0,-5.407093E-2,240
9.250000E-1,3.569948E0,-5.445094E-2,241
9.333333E-1,3.628717E0,-5.615798E-2,242
9.416667E-1,3.683466E0,-5.501248E-2,243
9.500000E-1,3.745008E0,-5.543219E-2,244
9.583333E-1,3.808036E0,-5.179143E-2,245
9.666667E-1,3.870441E0,-5.142304E-2,246
9.750000E-1,3.932936E0,-5.188661E-2,247
9.833333E-1,3.995132E0,-5.193604E-2,248
9.916667E-1,4.057928E0,-5.304060E-2,249
1.000000E0,4.120466E0,-5.174329E-2,250
1.008333E0,4.184211E0,-5.139602E-2,251
1.016667E0,4.253985E0,-5.106592E-2,252
1.025000E0,4.314761E0,-4.977673E-2,253
1.033333E0,4.380419E0,-5.019369E-2,254
1.041667E0,4.445978E0,-5.027754E-2,255
1.050000E0,4.511497E0,-4.935751E-2,256
1.058333E0,4.578425E0,-4.844473E-2,257
1.066667E0,4.646840E0,-4.671371E-2,258
1.075000E0,4.716534E0,-4.398317E-2,259
1.083333E0,4.784751E0,-4.127895E-2,260
1.091667E0,4.851963E0,-3.978278E-2,261
1.100000E0,4.923936E0,-3.979208E-2,262
1.108333E0,4.994208E0,-4.017598E-2,263
1.116667E0,5.063682E0,-3.883497E-2,264
1.125000E0,5.133945E0,-3.779102E-2,265
1.133333E0,5.203855E0,-3.637257E-2,266
1.141667E0,5.270852E0,-3.272661E-2,267
1.150000E0,5.342690E0,-3.109841E-2,268
1.158333E0,5.414517E0,-3.142806E-2,269
1.166667E0,5.488439E0,-2.947161E-2,270
1.175000E0,5.559588E0,-2.880248E-2,271
1.183333E0,5.632183E0,-2.543961E-2,272
1.191667E0,5.703332E0,-2.477049E-2,273
1.200000E0,5.777334E0,-2.008059E-2,274
1.208333E0,5.855356E0,-1.824323E-2,275
1.216667E0,5.929239E0,-1.765351E-2,276
1.225000E0,5.999101E0,-1.421124E-2,277
1.233333E0,6.079936E0,-9.719828E-3,278
1.241667E0,6.152452E0,-9.090404E-3,279
1.250000E0,6.234574E0,-7.372145E-3,280
1.258333E0,6.309863E0,-5.455393E-3,281
1.266667E0,6.386559E0,-2.211615E-3,282
1.275000E0,6.463135E0,-3.068011E-3,283
